userId,wine
5ccd8030-047b-432c-a630-d784ab415756,La Moneta Gavi
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,P’tit Piaf Rouge
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #6
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Merlot
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Tingleup Vineyard Riesling
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Organic pinot grigio terre siciliane igt
7ed7fb0c-884d-46bf-a14a-205474a0949d,Bardolino
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Müller Thurgau
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Terrano
a94874d2-6af9-4651-a1d3-036ed714f2cb,Pelaverga
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pinot grigio
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Petit Chablis
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #1
91cf68cc-9436-43e1-871d-33beef4d2337,Kellermeister Barossa Vineyards
e5b0e77a-ed45-4436-a771-6e01c5782973,Campofiorin Rosso Veronese
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Fairbridge
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Lambrusco Rosè 
457b85f5-7b46-4f52-85b9-59acb549b9a2,ATMA
55851c14-2fd7-4f7e-b4de-b45e14825ac3,Riesling Goldmund Feinherb
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Cabernet Franc
91cf68cc-9436-43e1-871d-33beef4d2337,Bella Cabernet Sauvignon
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Merlot  le vigne di zamo
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Sizzano
bc79b0e3-064d-4240-86de-e86499f577e8,2/5 大亂鬥 2
185e3df6-c35d-429a-b120-1304eb5b7ff4,Cabernet sauvignon
e5b0e77a-ed45-4436-a771-6e01c5782973,Campofiorin Rosso Veronese
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Frascole Riserva
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,P’tit Piaf Rouge
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pinot nero
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,le vigne di zamo refosco
20e0b694-84a5-4f11-9191-598f924c2947,Morellino di Scansano 2021
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 7
4e0cbfe3-8d73-4af4-b09e-f3193d1170a5,Zahorra Blanca
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Lagrein Tor di Lupo
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pinot nero
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico
20e0b694-84a5-4f11-9191-598f924c2947,Morellino di Scansano 2021
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Flor de Muga 
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Bread & Butter Pinor Noir 2020
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico 
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Trento Brut
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Bread & Butter Pinor Noir 2020
09f6ca6e-905f-4afd-bab2-d928fe046f18,Vitovska legno
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Friulano
cec7ccd7-a556-4a79-a333-50619c4e4a9e,Quinta do morgado Branco
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Merlot  le vigne di zamo
5ccd8030-047b-432c-a630-d784ab415756,Dogliani
9a3cc655-c88e-4c1b-95e2-add7579ff4c2,Chardonnay
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 4 Trimbach Gewurztraminer Reserve
5ccd8030-047b-432c-a630-d784ab415756,Acinaia
77b7936b-9797-4d14-81bd-a365d777f83d,Montepulciano d'Abruzzo
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Lagrein Riserva
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone
20e0b694-84a5-4f11-9191-598f924c2947,Morellino di Scansano 2021
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Brut Rose’
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Apothic cab
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Les Fossiles Riesling
20e0b694-84a5-4f11-9191-598f924c2947,Morellino di Scansano 2021
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Cabernet Sauvignon
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Beaune 1er cru 'Clos les Aigrots'
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Pinot noir provincial Di pavia rose
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Daphne
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Terrano
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Pommard
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Diablo black cabernet sauvignin
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Hassar Grill Anniversary Blend
99654a70-c3bb-46f4-8697-b9345482e48d,Red (Winemaker's Blend)
ec237d07-aabf-47af-a3fa-2b60019d49d7,Brut Rosé (Rose Label) Champagne
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 6
bc79b0e3-064d-4240-86de-e86499f577e8,Dolcetto d'Alba Classici
776b5af7-bb8a-484a-bddb-dadf5dab4621,Re Rosso
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Barbaresco Bernadot
5ccd8030-047b-432c-a630-d784ab415756,Lemberger Alte Reben
e5b0e77a-ed45-4436-a771-6e01c5782973,Campofiorin Rosso Veronese
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Canto x
877019f9-3c77-491d-912e-58b2404aed47,Chianti
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Merlot
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Terrano
bc79b0e3-064d-4240-86de-e86499f577e8,4/15 新世界紅 2 RAka Pinotage
9250d444-805f-4756-a03b-93a597ab320d,Alazani Valley Red Semi Sweet (ალაზნის ველი წითელი ნახევრად ტკბილი)
06614f69-5a3a-455d-924b-6102e0958c6b,Vigna Kastelaz Gewürztraminer
4c0b31a0-1287-4efc-b24c-fe850084eafd,Special Reserve Port
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 11
defee34b-7775-4889-b703-92b730d85e70,Malvasia
4ed273f7-1816-4f36-88c7-789125f011c7,Moscato d'Asti
f146626e-7c67-46a5-8226-79df4a9b8294,Nebbiolo d'Alba
185e3df6-c35d-429a-b120-1304eb5b7ff4,Educated Guess Cabernet Sauvignon
91cf68cc-9436-43e1-871d-33beef4d2337,Nuits-Saint-Georges 1er Cru Aux Bousselots
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Pinot grigio
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Rhino
5ccd8030-047b-432c-a630-d784ab415756,Bardolino Chiaretto
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Montepulciano 60
877019f9-3c77-491d-912e-58b2404aed47,Chianti
91cf68cc-9436-43e1-871d-33beef4d2337,Pinot Grigio
91cf68cc-9436-43e1-871d-33beef4d2337,Hermitage
bc79b0e3-064d-4240-86de-e86499f577e8,4/15 新世界紅 2 RAka Pinotage
4ed273f7-1816-4f36-88c7-789125f011c7,Moscato d'Asti
91cf68cc-9436-43e1-871d-33beef4d2337,Hermitage
13016d41-00bd-411c-83f5-2b95691696b7,Chianti
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Graham's Block 7
91cf68cc-9436-43e1-871d-33beef4d2337,Vistamar Cabernet Sauvignon Reserva
bc79b0e3-064d-4240-86de-e86499f577e8,5/20 Domaine de Thalabert Croze Hermitage
877019f9-3c77-491d-912e-58b2404aed47,Chianti
3da6eec4-bd99-4370-be23-676baf750f19,Monterey Pinot Noir
defee34b-7775-4889-b703-92b730d85e70,Sauvignon
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Vicar’s Choice Sparkling
73923070-fce4-46c0-8d85-a99527e73d02,Sandgrube 13 Grüner Veltliner
3d88fe74-6881-42bd-bb97-d67f2db649d7,Dark Horse Shiraz
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,Rock
f9b653da-6c1b-4390-87c6-f74e42bf0a03,Vinho Verde Branco
13016d41-00bd-411c-83f5-2b95691696b7,Cabernet Franc
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Mcguigan black label Red
00324bc3-0b35-4051-bc6d-9c258a4252c2,Ettore germano riesling
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Macon-Charnay Clos de Tournons
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Cirus Madiran
918cd9b7-8057-4106-8f7f-9e9e3a423fb1,Albariño
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Terrano
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,le vigne di zamo refosco
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Ammonite
185e3df6-c35d-429a-b120-1304eb5b7ff4,Cabernet sauvignon
bc79b0e3-064d-4240-86de-e86499f577e8,2/5 大亂鬥 2
5ccd8030-047b-432c-a630-d784ab415756,Bardolino Chiaretto
a94874d2-6af9-4651-a1d3-036ed714f2cb,Pelaverga
83128cf9-f07f-4de1-97cf-cbde8d38bc3c,Odessa Black
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Friulano
014e4ed1-6f8b-4b25-917d-c167a2acca17,New Wine
5ccd8030-047b-432c-a630-d784ab415756,tschiel brut nature
a38e30da-501b-4674-b598-cf9510a2df4c,Moscata D'Asti Casaniere
a38e30da-501b-4674-b598-cf9510a2df4c,Moscata D'Asti Casaniere
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Merlot  le vigne di zamo
185e3df6-c35d-429a-b120-1304eb5b7ff4,Cabernet sauvignon
bf82194f-6108-4524-9cef-69c0231ac74b,Nerello mascalese
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Aragosta Rosé
876b7023-bbf0-4bd8-a341-61ae5bc4b38f,Signoria Prosecco Extra Dry
5ccd8030-047b-432c-a630-d784ab415756,Pinot Meunier Blanc de Noir Brut Nature
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Inganno 572
5ccd8030-047b-432c-a630-d784ab415756,Vendemmia
5ccd8030-047b-432c-a630-d784ab415756,Spätburgunder Rosé
91cf68cc-9436-43e1-871d-33beef4d2337,Hermitage
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Langhe Nebbiolo
bc79b0e3-064d-4240-86de-e86499f577e8,2/5 大亂鬥 2
5ccd8030-047b-432c-a630-d784ab415756,Full of Joy Riesling
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Petite arvine nuance
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Sottocastello Bianco
185e3df6-c35d-429a-b120-1304eb5b7ff4,Cabernet sauvignon
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Le Relais de Patache d'Aux
5ccd8030-047b-432c-a630-d784ab415756,Dogliani
3da6eec4-bd99-4370-be23-676baf750f19,Monterey Pinot Noir
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Nizza Titon
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Beyerskloof Western Cape
5ccd8030-047b-432c-a630-d784ab415756,Bardolino Chiaretto
91cf68cc-9436-43e1-871d-33beef4d2337,Legitimo Carinena
