userId,wine,rate
dd7e04c1-987c-4520-9ab5-c90e86b7dfe1,Les Folastries Gewürztraminer,4
5ccd8030-047b-432c-a630-d784ab415756,Côtes du Rhône Cuvée Pierre Perrin,3
91cf68cc-9436-43e1-871d-33beef4d2337,Domaine Grand Veneur Blanc de Viogier,3
7b8580a6-ec74-44fa-96fe-028257bd61d2,Grillo Sicilia,3
c145de85-6596-46ca-8005-de4b5c325710,Zinfandel,4
ce15f400-8bb8-4f99-9a8f-d8f4408641fe,Tenuta Guado al Tasso Il Bruciato Bolgheri,4
5ccd8030-047b-432c-a630-d784ab415756,Soave classico,3
7ed7fb0c-884d-46bf-a14a-205474a0949d,Bardolino,2
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Pinot Gris,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Vicar’s Choice Sparkling,4
5ccd8030-047b-432c-a630-d784ab415756,Randersacker Sonnenstuhl Silvaner,4
5ccd8030-047b-432c-a630-d784ab415756,Frühburgunder,4
c60f0ff1-ed30-4df6-a612-b9ae7ca0814b,Amarone,3
bc79b0e3-064d-4240-86de-e86499f577e8,2／17 @home #7,4
09f6ca6e-905f-4afd-bab2-d928fe046f18,Cabernet d'Anjou,4
a682d322-8cff-4f92-aaa9-c7380de20f10,Tignanello,5
5ccd8030-047b-432c-a630-d784ab415756,Sauvignon Blanc,3
d7fffb49-a1f3-433c-a556-a3bc015e7e0f,Cabernet Franc,3
91cf68cc-9436-43e1-871d-33beef4d2337,Kellermeister Barossa Vineyards,2
bc79b0e3-064d-4240-86de-e86499f577e8,2/5 大亂鬥 2,1
990f0572-c5e7-47ec-ba20-141ab6058369,Rosso Carso Črnina,3
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,Le Bosquet Merlot Pays d'Oc 2018,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Ribolla gialla,2
22c5c1cb-88fd-4870-a911-846516978ed4,Malbec (High Mountain Vines),5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,California chardonnay,4
23b6603a-928c-4e54-9c34-bdf3dcb45435,Bardolino,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone,3
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,5
bc79b0e3-064d-4240-86de-e86499f577e8,Firesteed Centerstone Unoaked Chardonnay,2
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Castlelore pinot grigio lazio,5
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Campo Camino Merlot,4
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Taurasi Vigna Cinque Querce,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Il mattaglio brut,5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Tingleup Vineyard Riesling,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Terrebianche col fondo,4
457b85f5-7b46-4f52-85b9-59acb549b9a2,Escapades,4
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Hassar Grill Anniversary Blend,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Merlot,2
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Collio Sauvignon,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chartreuse de Bonpas Réserve,4
5ccd8030-047b-432c-a630-d784ab415756,Baden-Badener Spätburgunder,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Vitovska,3
defee34b-7775-4889-b703-92b730d85e70,Malvasia,4
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Bollicina,5
91cf68cc-9436-43e1-871d-33beef4d2337,Bubbly Pinot Grigio (Champagne),2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Brunello di Montlcino Mozard,3
5ccd8030-047b-432c-a630-d784ab415756,Acinaia,2
5bce85c2-b3c7-401f-b77b-992df3544479,Bolgheri stupore,3
70c67292-57ce-4012-a939-5e6ddcb499f8,Sauvignon Blanc,5
595d2e23-9c80-4c9b-aae0-2a6cb4eeae2b,nebbiolo,3
5ccd8030-047b-432c-a630-d784ab415756,Blanc de Noir,4
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 5,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Mazon Trattmannhof Blauburgunder - Pinot Nero,5
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 2,5
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Merlot  le vigne di zamo,1
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Brunello di Montalcino,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Friulano,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico,3
91cf68cc-9436-43e1-871d-33beef4d2337,Sacred Hill Pinot Noir,2
2ffa77ed-f280-430f-bc1c-cefe06bc1de3,Bel Canto Dry Riesling,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Baron amarillo rioja denomacion de origen calificada,4
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Quid Pro Quo - tinto red blend,4
5ccd8030-047b-432c-a630-d784ab415756,Saar-Riesling Brut,4
2ae69fac-d491-412f-8164-ccaf59a230c2,Ronco del Balbo Merlot,5
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Bollicina,2
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Fumin la griffe,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Reserva riesling estevez 2019,5
7ce591d6-8b1e-4814-ad93-747f36e4013a,Rosé,4
be0e69e3-30d5-4e21-b62f-05402fbfcd5a,Closeburn Chardonnay,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Frascole Riserva,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Cabernet Franc,3
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Terrano,1
5ccd8030-047b-432c-a630-d784ab415756,Lagrein Rosato Trentino,3
bc79b0e3-064d-4240-86de-e86499f577e8,Boscarelli Vino Nobile de Montepulciano DOCG,5
5ccd8030-047b-432c-a630-d784ab415756,Sauvignon Blanc,4
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 4,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chablis Saint Martin,3
77b7936b-9797-4d14-81bd-a365d777f83d,Montepulciano d'Abruzzo,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Rosso di Montalcino,3
dcd16582-14d2-4e00-a024-9b5886d29b29,Los cardos Dulce. Edición especial 2021,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,I heart wines3,4
990f0572-c5e7-47ec-ba20-141ab6058369,Terrano,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Cuvée n 4,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Tignanello ,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Lagrein Riserva,4
d48fd3bd-06e9-4368-97b9-aae545388325,Chardonnay,3
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Bollicina,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pignolo,3
91cf68cc-9436-43e1-871d-33beef4d2337,Hermitage,2
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes red wine,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Il Mattaglio Blanc de Noirs,5
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Old Man's Blend,3
5ccd8030-047b-432c-a630-d784ab415756,Col di Sasso,3
5ccd8030-047b-432c-a630-d784ab415756,Weissburgunder Kallstadter Steinacker,4
ccdd1b9a-2056-4d76-b922-f427b7932ba7,Casa Rossa Rosso,4
dcd16582-14d2-4e00-a024-9b5886d29b29,Cordero con piel de lobo,4
71d38b96-326c-4d01-afc4-b12c947a5c6b,Terrano,4
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Cannubi Barolo,5
5ccd8030-047b-432c-a630-d784ab415756,Weisser Burgunder,3
8764df8a-0919-433c-beab-053a9c12f402,Nero d'Avola Sicilia,5
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Malvasia legno,3
e336887b-883b-4d9a-8cd3-060c25856bfb,Chateau coufran,3
5ccd8030-047b-432c-a630-d784ab415756,Dettelbach Silvaner,3
5ccd8030-047b-432c-a630-d784ab415756,Full of Joy Weissburgunder,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Le Relais de Patache d'Aux,3
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Brunello di Montalcino Riserva Vigna Paganelli,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Prosecco Terriero ,4
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 8,3
d7fffb49-a1f3-433c-a556-a3bc015e7e0f,Selengaia,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Quintessence Montagny 1er Cru,4
bc79b0e3-064d-4240-86de-e86499f577e8,2／17 @home #5,5
defee34b-7775-4889-b703-92b730d85e70,Vitovska Collection,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Prosecco Elysian,3
4e4e45dd-0473-45c3-be2f-45b33d075f88,Roger et Didier Raimbault Vieilles Vignes Sancerre,4
5ccd8030-047b-432c-a630-d784ab415756,Koonunga Hill Shiraz - Cabernet,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Refosco ,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti Classico,3
fb9faae5-b479-4a1a-af12-6ed14e5f9d3b,Shiraz,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Perlugo Extra Brut,4
4ed273f7-1816-4f36-88c7-789125f011c7,Moscato d'Asti,1
91cf68cc-9436-43e1-871d-33beef4d2337,Bella Cabernet Sauvignon,2
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Gewürztraminer,3
918cd9b7-8057-4106-8f7f-9e9e3a423fb1,Chardonnay,5
5ccd8030-047b-432c-a630-d784ab415756,Pinot Noir,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Troj,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Malvasia Komjanc,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone Campo del Titari,4
4ed273f7-1816-4f36-88c7-789125f011c7,Billi Billi Shiraz,4
99654a70-c3bb-46f4-8697-b9345482e48d,Cabernet Sauvignon,3
5ccd8030-047b-432c-a630-d784ab415756,Handwerk Rosé,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Mercurey 'Clos les Bussières' ,4
cabb87a0-6498-438a-beb7-676f72bddd09,Sauvignon Blanc,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Verduzzo secco,3
b61f83a4-48c5-49a5-aee5-72f7d5221b2a,Pinot Grigio Trentino,4
bc79b0e3-064d-4240-86de-e86499f577e8,Roero Arneis,5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Soft & Fruity Red,3
be0e69e3-30d5-4e21-b62f-05402fbfcd5a,Château Haut Bommes Sauternes,4
83128cf9-f07f-4de1-97cf-cbde8d38bc3c,Riesling,5
bc79b0e3-064d-4240-86de-e86499f577e8,3／Chevalier de Lascomes,4
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #1,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Sancerre Rosè ,3
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Bollicina,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Montefalco Rosso,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Lagrein,3
5ccd8030-047b-432c-a630-d784ab415756,Baden-Badener Merlot,4
5ccd8030-047b-432c-a630-d784ab415756,Pinot Noir Rosé,3
b57ea79f-3b3a-4301-af1d-ad8883800bce,Portillo Pinot Noir,3
776b5af7-bb8a-484a-bddb-dadf5dab4621,Muscat de Beaumes-de-Venise,5
9a3cc655-c88e-4c1b-95e2-add7579ff4c2,Chardonnay,3
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Aragosta Rosé,4
7e32fee4-f7c4-4600-8a34-db7801ac79d5,Pas Dosé,5
bc79b0e3-064d-4240-86de-e86499f577e8,3／17 Temata 4 Merlot/Cabernet Sauvignon,4
5ccd8030-047b-432c-a630-d784ab415756,Bel Colle,3
e9a40b1d-e044-4cad-90ff-a1e62a37f999,Ksara Blanc De Blancs,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Il Mattaglio Blanc de Blancs,5
5ccd8030-047b-432c-a630-d784ab415756,Lemberger Alte Reben,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,La Cuvee ,3
b57ea79f-3b3a-4301-af1d-ad8883800bce,Santa Julia Tinto Dulce,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Lagrein Riserva,4
2ae69fac-d491-412f-8164-ccaf59a230c2,Ribolla Gialla,5
5ccd8030-047b-432c-a630-d784ab415756,Maikammer Kirchenstück,3
5ccd8030-047b-432c-a630-d784ab415756,Maikammer Kapellenberg Chardonnay,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Pinot gris,3
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The First Lady Cabernet Sauvignon,4
5ccd8030-047b-432c-a630-d784ab415756,Spätburgunder Rosé,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone,3
bc79b0e3-064d-4240-86de-e86499f577e8,Terroir de Granit Saint Joseph,5
36b67621-8e5f-42db-ba2c-43a3eb2855cc,New Wine,4
5c865810-7a40-4eb4-93c3-970c4d6ce4da,Chardonnay Collio,4
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Sauvignon,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Franciacorta DOCG Nature,4
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Paulucci Malbec (Angel Paulucci Vineyard),4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Arns Cabernet Sauvignon ,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Cirò,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Metodo Classico Pas Dosé,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Jesera Pinot Grigio,4
13016d41-00bd-411c-83f5-2b95691696b7,Ribolla gialla,2
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Riserva Ducale Chianti Classico,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Ater,2
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,Les petits buis,5
5ccd8030-047b-432c-a630-d784ab415756,Valpolicella Ripasso (Classico Superiore),4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Montessu,3
5ccd8030-047b-432c-a630-d784ab415756,Il Castelliere Passito Bianco,4
defee34b-7775-4889-b703-92b730d85e70,I Saltari Valpolicella Superiore,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Pinot Bianco Schulthauser ,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes dark red,5
7e32fee4-f7c4-4600-8a34-db7801ac79d5,Brut (Carte Jaune) Champagne,5
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Pinot blanc,3
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Moscato d'Asti,5
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Greco di Tufo Terre Degli Angeli,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Grande reserve,5
f7fb310d-87f1-441a-94ab-f526f66b9ec1,'Cuvée des Paladins' Erbaluce di Caluso,5
a965be29-83c9-47b7-a5b3-82d99180cf98,Brut Rosé,4
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 7,4
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Vermentino,4
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Chardonnay,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Sinefinis,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Pinot grigio,2
457b85f5-7b46-4f52-85b9-59acb549b9a2,ATMA,3
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Ribolla Cormons,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Friulano,2
86ddb2c4-016f-47ed-8cf9-aa0a3564b7f8,Puntalice,5
3da6eec4-bd99-4370-be23-676baf750f19,Rascal,5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chateauneuf du pape les cailloux,5
a8cc530e-e3fe-4a50-a043-a376ea599bf2,Nespolino Rubicone Sangiovese - Merlot,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Vignobles roussellet pinot noir,4
ce15f400-8bb8-4f99-9a8f-d8f4408641fe,Grillo,4
4e0cbfe3-8d73-4af4-b09e-f3193d1170a5,Zahorra Blanca,1
bec96c0b-5b0b-4992-8756-e0d3b704afb5,Timorasso,5
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Rheinhessen Kabinett Riesling,1
f9b653da-6c1b-4390-87c6-f74e42bf0a03,Vinho Verde Branco,3
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Pigato Riviera Ligure di Ponente,4
defee34b-7775-4889-b703-92b730d85e70,Terrarosa,4
b795d9cf-103b-48ca-85cf-35502c019801,Tarapaca,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Barbaresco,4
5ccd8030-047b-432c-a630-d784ab415756,Haardter Herrenletten,3
13016d41-00bd-411c-83f5-2b95691696b7,Iridium,3
bc79b0e3-064d-4240-86de-e86499f577e8,5/20 Domaine de Thalabert Croze Hermitage,3
5ccd8030-047b-432c-a630-d784ab415756,Vino Nobile di Montepulciano,3
d77c4371-fa10-492d-ba28-d0029997d639,Merlot,4
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #10,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Prosecco Valdobbiadene superiore Rustico,4
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Sauvignon,4
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Franciacorta Milledì Brut,4
876b7023-bbf0-4bd8-a341-61ae5bc4b38f,Signoria Prosecco Extra Dry,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Corvina ,2
9250d444-805f-4756-a03b-93a597ab320d,Alazani Valley Red Semi Sweet (ალაზნის ველი წითელი ნახევრად ტკბილი),4
ec237d07-aabf-47af-a3fa-2b60019d49d7,Just Me,4
5ccd8030-047b-432c-a630-d784ab415756,Grauburgunder Muschelkalk,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Valle de Casablanca Sauvignon,2
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,KK Brut Rosé,4
dcd16582-14d2-4e00-a024-9b5886d29b29,Contracara Reserva 2020,4
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,5
2ca37f5d-ecd7-4194-9688-90c5ee6d3792,"Ionos, Roditis-SYrah",3
71d38b96-326c-4d01-afc4-b12c947a5c6b,Rosso Carso Črnina,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Merlot dedica Komjanc,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Sauvignon de la Tour,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Klein St cabernet sauvignon,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Cuvée n 4,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Portillo Malbec,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Langhe Nebbiolo,3
91cf68cc-9436-43e1-871d-33beef4d2337,Vistamar Cabernet Sauvignon Reserva,1
2ae69fac-d491-412f-8164-ccaf59a230c2,Ronco del Balbo Merlot,5
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,4
5ccd8030-047b-432c-a630-d784ab415756,Ingelheimer Frühburgunder,4
ec237d07-aabf-47af-a3fa-2b60019d49d7,Barbera,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Nus Malvoisie,2
91cf68cc-9436-43e1-871d-33beef4d2337,Chianti Rùfina Riserva,3
13016d41-00bd-411c-83f5-2b95691696b7,Vitovska acciaio,4
3d88fe74-6881-42bd-bb97-d67f2db649d7,Reserve Merlot,4
cabb87a0-6498-438a-beb7-676f72bddd09,Acrobat chardonnay,3
0a23a07a-8556-4ef6-85ee-d996f8ed619e,Talò Primitivo - Merlot,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Rimosso,5
91cf68cc-9436-43e1-871d-33beef4d2337,E. Guigal Cotes du Rhone Blended,2
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Weather Station Sauvignon Blanc,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pinot nero,3
5ccd8030-047b-432c-a630-d784ab415756,Riesling Kabinett,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Mendoza Pinot Grigio,3
014e4ed1-6f8b-4b25-917d-c167a2acca17,New Wine,1
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Pinot Bianco,3
5ccd8030-047b-432c-a630-d784ab415756,Cabernet Sauvignon Hainfeld,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Valpolicella Ripasso (Classico Superiore),4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Guado al Tasso,4
5bce85c2-b3c7-401f-b77b-992df3544479,Pinot noir San Mischael eppan,3
55851c14-2fd7-4f7e-b4de-b45e14825ac3,Riesling Goldmund Feinherb,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Sanrosè ,4
5ccd8030-047b-432c-a630-d784ab415756,Dettelbach Silvaner,3
bc79b0e3-064d-4240-86de-e86499f577e8,Les Grands Blancs,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Ruche',3
df904a46-c461-4233-9d44-6ac11a8bbddc,Chianti,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Imperial Brut,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Jam shed malbec,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico,3
e019e935-677a-4713-9c68-e19d2db878c4,Mussignaz Müller Thurgau,3
bc79b0e3-064d-4240-86de-e86499f577e8,3／17 Te Koko,5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Casillero del diablo pinot gringo,5
441ac739-42f8-48d2-9526-fdedf2d4852f,Bollicina,3
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Vitovska acciaio,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Marlborough,4
5ccd8030-047b-432c-a630-d784ab415756,Randersacker Spätburgunder Rosé,3
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Petite arvine,2
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Cabernet Franc,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Pinot Bianco,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone,3
c26b57e2-bb71-43ca-b5bd-361867658d42,Les Terrasses Côtes du Roussillon Villages,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Pommard,5
91cf68cc-9436-43e1-871d-33beef4d2337,St. Hallett Barossa,2
13016d41-00bd-411c-83f5-2b95691696b7,Chianti,2
defee34b-7775-4889-b703-92b730d85e70,Zamò Bianco,5
5ccd8030-047b-432c-a630-d784ab415756,Haut-Medoc,3
4ee63478-4f55-49ba-8e7f-87bd2c01d028,Estates Seven Oaks Cabernet Sauvignon,4
568ad4cd-9050-48da-b3b2-ed29d405e477,Pinot Nero,4
be0e69e3-30d5-4e21-b62f-05402fbfcd5a,Piceno Bacchus,5
45a10c93-34ef-4aef-887a-9cd7a4292bec,Vigna Piaggia Brunello di Montalcino,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Beyerskloof Western Cape,2
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Sangiovese Superiore,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Barbaresco Bernadot,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico ,4
dcd16582-14d2-4e00-a024-9b5886d29b29,Alma Mora Reserva Malbec,5
5ccd8030-047b-432c-a630-d784ab415756,La Moneta Gavi,2
5ccd8030-047b-432c-a630-d784ab415756,Blanc de Noir,3
3da6eec4-bd99-4370-be23-676baf750f19,Monterey Pinot Noir,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Nebbiolo,2
