userId,wine,rate
c60f0ff1-ed30-4df6-a612-b9ae7ca0814b,Vitovska,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Malbec (Reserva),5
bc79b0e3-064d-4240-86de-e86499f577e8,3／Chevalier de Lascomes,4
5ccd8030-047b-432c-a630-d784ab415756,Ingelheimer Frühburgunder,4
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,le vigne di zamò merlot 50 anni,3
2f3064a7-12af-43d8-90fd-6c4555830fcc,Nuovo Vino,5
defee34b-7775-4889-b703-92b730d85e70,Ribolla,3
d7fffb49-a1f3-433c-a556-a3bc015e7e0f,Cabernet Franc,3
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Chardonnay,4
185e3df6-c35d-429a-b120-1304eb5b7ff4,Cabernet sauvignon,5
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #10,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Apothic cab,5
4e4e45dd-0473-45c3-be2f-45b33d075f88,Roger et Didier Raimbault Vieilles Vignes Sancerre,4
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Cinque Terre,5
13016d41-00bd-411c-83f5-2b95691696b7,Malvasia legno,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti classico,3
13016d41-00bd-411c-83f5-2b95691696b7,Riesling,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Bonpas Reserue de Bonpas,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Diablo black cabernet sauvignin,5
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Bread & Butter Pinor Noir 2020,1
91cf68cc-9436-43e1-871d-33beef4d2337,Schloss Johannisberg Riesling Spatlese,4
4ee63478-4f55-49ba-8e7f-87bd2c01d028,Estates Seven Oaks Cabernet Sauvignon,4
bc79b0e3-064d-4240-86de-e86499f577e8,Les Grands Blancs,2
defee34b-7775-4889-b703-92b730d85e70,Vitovska Collection,4
f44adf67-90b4-4b33-ac2d-218090cba75a,Asti Dolce Villa Veroni,4
990f0572-c5e7-47ec-ba20-141ab6058369,Rosso Carso Črnina,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Beaune 1er cru 'Clos les Aigrots',5
bec96c0b-5b0b-4992-8756-e0d3b704afb5,Timorasso,5
90044d43-6ed0-4fd6-b8bc-7f72ea6ab800,Popcorn Chardonnay,4
91cf68cc-9436-43e1-871d-33beef4d2337,Chateau De La Riviere Sauvignon Blanc,3
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,5
a3b393ad-38d5-4c5a-b814-5fec18a1fa9d,Opera Viva,5
7f815d0f-a32b-4b97-b2da-87e8a3670ec3,Dornfelder shloss koblenz gmbh,4
7e32fee4-f7c4-4600-8a34-db7801ac79d5,Brut (Carte Jaune) Champagne,5
91cf68cc-9436-43e1-871d-33beef4d2337,Bella Cabernet Sauvignon,2
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,3
3da6eec4-bd99-4370-be23-676baf750f19,Monterey Pinot Noir,2
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Barolo Monvigliero,4
91cf68cc-9436-43e1-871d-33beef4d2337,Kellermeister Barossa Vineyards,2
5bce85c2-b3c7-401f-b77b-992df3544479,Pinot noir San Mischael eppan,3
70c67292-57ce-4012-a939-5e6ddcb499f8,Gato Negro Cabernet Sauvignon - Merlot,3
457b85f5-7b46-4f52-85b9-59acb549b9a2,Refosco,5
014e4ed1-6f8b-4b25-917d-c167a2acca17,New Wine,1
441ac739-42f8-48d2-9526-fdedf2d4852f,Vitovska acciaio,2
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes dark red,5
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Brachetto Piemonte,4
2587fe2b-2481-4150-ae14-99ed61c218ac,Why not? PREMIUM zin,3
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Sicilia Rosé,3
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Bratje Komjanc,3
be0e69e3-30d5-4e21-b62f-05402fbfcd5a,Closeburn Chardonnay,4
e9a40b1d-e044-4cad-90ff-a1e62a37f999,Ksara Blanc De Blancs,3
6ff6fb75-4fe9-453f-9c7d-c6ff63ada901,Friulano Friuli Isonzo,3
876b7023-bbf0-4bd8-a341-61ae5bc4b38f,Kerner,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Le Relais de Patache d'Aux,3
a682d322-8cff-4f92-aaa9-c7380de20f10,Tignanello,5
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,KK Brut Rosé,4
df904a46-c461-4233-9d44-6ac11a8bbddc,Orvieto classico amabile ,3
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Béchar Fiano di Avellino,4
ce15f400-8bb8-4f99-9a8f-d8f4408641fe,Grillo,4
bc79b0e3-064d-4240-86de-e86499f577e8,"Eric Louis Sancerre, Sauvignon Blanc",3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Grande reserve,5
f4efa18b-06a5-4417-9c92-8a3dedf8a92a,Wine Club Shiraz,5
bc79b0e3-064d-4240-86de-e86499f577e8,Willm Riesling,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Terrebianche col fondo,4
3da6eec4-bd99-4370-be23-676baf750f19,Napa Valley Fumé Blanc,4
91cf68cc-9436-43e1-871d-33beef4d2337,Riesling,3
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Casillero del diabolo merlot Chile ,5
4ed273f7-1816-4f36-88c7-789125f011c7,Moscato d'Asti,5
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Mendoza Chardonnay,2
3d88fe74-6881-42bd-bb97-d67f2db649d7,Reserve Merlot,4
c040419f-0f9d-4452-9400-a375622a291c,Exquise Sec Champagne,4
5ccd8030-047b-432c-a630-d784ab415756,Weißer Burgunder,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Brunello di Montalcino ,4
00324bc3-0b35-4051-bc6d-9c258a4252c2,Ettore germano riesling,5
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Pinot Noir,2
a8cc530e-e3fe-4a50-a043-a376ea599bf2,Nespolino Rubicone Sangiovese - Merlot,4
a74f0e85-dae3-49ca-b6de-f68e9576ad93,Gattinara,5
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Iced sauvignon blanc,4
41375cb6-321d-410a-bd0b-d0afed9f0417,Est! Est!! Est!!! Di Montefiascone Secco,3
5ccd8030-047b-432c-a630-d784ab415756,Maikammer Kirchenstück,3
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Vitovska acciaio,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Clos la Laterne,4
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Pinot grigio 2019 puglia,5
518f9753-12b1-4987-b651-38944fc33d07,Chardonnay,4
7959b4b6-b107-4366-8730-356492f9b346,Jiasik Bianco,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Il Mattaglio Blanc de Noirs,5
86ddb2c4-016f-47ed-8cf9-aa0a3564b7f8,Puntalice,5
df904a46-c461-4233-9d44-6ac11a8bbddc,Astrale,3
91cf68cc-9436-43e1-871d-33beef4d2337,Alsace Josmeyer Gewurztraminer Biodynamic,4
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Chasselas,3
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Vermentino di Gallura,3
e786582d-0deb-4e55-969e-065508ca1138,"Vermentino 2015 ""Campo Maccione""",4
45749629-7f44-49a1-92ef-ae32c959b290,Alberti 154 Malbec,4
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,Les petits buis,5
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Passerina,4
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Brachetto Piemonte,4
776b5af7-bb8a-484a-bddb-dadf5dab4621,La Joie,5
bec96c0b-5b0b-4992-8756-e0d3b704afb5,Aspromonte,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Chianti Classico,4
ba14097a-c2ac-4d16-a8b9-a237bdc73592,Red,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Phigaia (After The Red),5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes red wine,3
b61f83a4-48c5-49a5-aee5-72f7d5221b2a,Sauvignon Blanc,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Valle del Limari Reserva Pinot Noir,4
ab01e8ca-2216-4db3-8980-afcd0a03e8d0,Villa Pagnana Casa Vento Chianti,3
be0e69e3-30d5-4e21-b62f-05402fbfcd5a,Piceno Bacchus,5
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Inspirational Batch 10,4
c60f0ff1-ed30-4df6-a612-b9ae7ca0814b,Chablis Saint Martin,3
1b4a91f7-a311-4db0-a5b1-867736c951fe,Red (Winemaker's Blend),3
d7fffb49-a1f3-433c-a556-a3bc015e7e0f,Selengaia,4
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Cannubi Barolo,5
457b85f5-7b46-4f52-85b9-59acb549b9a2,Limniona Rosé,4
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Weather Station Sauvignon Blanc,4
13016d41-00bd-411c-83f5-2b95691696b7,Chianti,2
bc79b0e3-064d-4240-86de-e86499f577e8,Firesteed Centerstone Unoaked Chardonnay,2
1b4a91f7-a311-4db0-a5b1-867736c951fe,I muri primitivo,3
776b5af7-bb8a-484a-bddb-dadf5dab4621,Re Rosso,5
7ed7fb0c-884d-46bf-a14a-205474a0949d,Bordeaux blanc,3
b2dd097f-fad9-4daa-9218-d21128ec9ab9,Bricco delle Ciliegie Arneis Roero,5
b795d9cf-103b-48ca-85cf-35502c019801,Tarapaca,4
b61f83a4-48c5-49a5-aee5-72f7d5221b2a,White Blend,4
91cf68cc-9436-43e1-871d-33beef4d2337,Nuits-Saint-Georges 1er Cru Aux Bousselots,3
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Pinot grigio,2
deb9001b-2e33-42ca-8953-35c11e0ed824,Chianti,4
ff89d8c1-48a3-49b5-af95-62d0ce9ecf55,Grey (Glacier) Cabernet Sauvignon,5
877019f9-3c77-491d-912e-58b2404aed47,Chianti,1
2ae69fac-d491-412f-8164-ccaf59a230c2,Perbacco Nebbiolo,5
2ffa77ed-f280-430f-bc1c-cefe06bc1de3,Reserve Cabernet Sauvignon - Caberent Franc,3
c30006c8-a677-4c8f-9c52-c8f00b48fea4,Falanghina Del Sannio,3
a94874d2-6af9-4651-a1d3-036ed714f2cb,pelaverga,2
defee34b-7775-4889-b703-92b730d85e70,meeker,5
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Merlot,5
9c85a219-a94e-4b78-b300-ea65e52e9c6e,Chardonnay,4
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Aragosta Rosé,4
13016d41-00bd-411c-83f5-2b95691696b7,Ribolla gialla,2
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Quintessence Montagny 1er Cru,4
eadb1fb9-7260-4618-aa5a-8f2ebdca2077,Paulucci Malbec (Angel Paulucci Vineyard),4
91cf68cc-9436-43e1-871d-33beef4d2337,Pinot Grigio,2
32a9af10-6efe-41bc-8c6a-2d93fcbe88dd,Lambrusco Rosé Secco,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Corvina ,2
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Cinque Terre,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Imperial Brut,3
d1289631-2bf5-44ca-aa36-9340e2e733af,Matteo Braidot,4
7e32fee4-f7c4-4600-8a34-db7801ac79d5,Trento Doc,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Sangiovese,3
b61f83a4-48c5-49a5-aee5-72f7d5221b2a,Cabernet Sauvignon (815),3
3dd9219a-c64e-4c5a-a61b-aad6a417a69a,Brachetto Piemonte,3
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Natum Pecorino,4
df904a46-c461-4233-9d44-6ac11a8bbddc,Lagrein Trentino,3
4c0b31a0-1287-4efc-b24c-fe850084eafd,Chianti,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Chardonnay Cardellino,5
9250d444-805f-4756-a03b-93a597ab320d,Alazani Valley Red Semi Sweet (ალაზნის ველი წითელი ნახევრად ტკბილი),4
5ccd8030-047b-432c-a630-d784ab415756,Cinquenoci,3
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Malvasia legno,4
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Pinot Grigio,4
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Vermentino,4
990f0572-c5e7-47ec-ba20-141ab6058369,Omega Rosso,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Montebruna Barbera d'Asti,4
51d049b3-68f1-483d-a43b-8d1c93cd5c3c,Primitivo,4
7b8580a6-ec74-44fa-96fe-028257bd61d2,Grillo Sicilia,3
defee34b-7775-4889-b703-92b730d85e70,Sylvaner,4
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Rosso di Montalcino,2
2ae69fac-d491-412f-8164-ccaf59a230c2,Pignolo,4
2ae69fac-d491-412f-8164-ccaf59a230c2,Ronco del Balbo Merlot,5
7cb9aba3-78f1-4ad5-97ca-8bcc29fb021a,Campo Camino Merlot,4
91cf68cc-9436-43e1-871d-33beef4d2337,Domaine Grand Veneur Blanc de Viogier,3
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Petite arvine,2
83128cf9-f07f-4de1-97cf-cbde8d38bc3c,Riesling,5
ff89d8c1-48a3-49b5-af95-62d0ce9ecf55,Lyric chardonnay 2016,5
bc8f3005-c2c6-4277-9fd7-340248f4e7ec,Franciacorta,4
2ca37f5d-ecd7-4194-9688-90c5ee6d3792,"Ionos, Roditis-SYrah",3
5ccd8030-047b-432c-a630-d784ab415756,Charlotte Rosé,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Macon-Charnay Clos de Tournons,3
5ccd8030-047b-432c-a630-d784ab415756,Vendemmia,2
2ca37f5d-ecd7-4194-9688-90c5ee6d3792,"Ionos, Dry White",4
df904a46-c461-4233-9d44-6ac11a8bbddc,Governo all’uso toscano Bernardeschi,4
bc79b0e3-064d-4240-86de-e86499f577e8,Dominique Gruhier,4
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Passo alle Tremiti Rosato,3
e5b0e77a-ed45-4436-a771-6e01c5782973,Campofiorin Rosso Veronese,1
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Merlot,3
4c0b31a0-1287-4efc-b24c-fe850084eafd,Special Reserve Port,4
5ccd8030-047b-432c-a630-d784ab415756,Haut-Medoc,3
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Chianti Classico,3
675a53a6-ff06-44ad-beea-ddc782c4da96,Il Passito,5
4e9cb62e-a165-484b-ad78-cb215523cdd5,Le sol,5
71d38b96-326c-4d01-afc4-b12c947a5c6b,Terrano,4
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,The Hassar Grill Anniversary Blend,3
23e67c7f-2388-4d25-b2a0-e5c119f3ba89,Rose,4
c26b57e2-bb71-43ca-b5bd-361867658d42,Les Terrasses Côtes du Roussillon Villages,3
f8f65c20-a3b3-4a4f-bf54-7acd6e53c877,Oltrepo pavese,3
185e3df6-c35d-429a-b120-1304eb5b7ff4,Vernaccia di Oristano Riserva,5
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Baron amarillo rioja denomacion de origen calificada,4
23b6603a-928c-4e54-9c34-bdf3dcb45435,Bardolino,4
918cd9b7-8057-4106-8f7f-9e9e3a423fb1,Chardonnay,5
990f0572-c5e7-47ec-ba20-141ab6058369,Terrano,3
9a3cc655-c88e-4c1b-95e2-add7579ff4c2,Malvasia,4
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Tramonto d’oca,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Vieilles Vignes Rouge,5
c3371365-d499-4675-aa68-dbc7b11f0777,Picpoul de Pinet Higues de Beauvignac,5
09f6ca6e-905f-4afd-bab2-d928fe046f18,Vigna petrussa Rinera,4
2ae69fac-d491-412f-8164-ccaf59a230c2,Ribolla Gialla,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Il Mattaglio Blanc de Blancs,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Cava Brut,4
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Classique,4
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Taurasi Vigna Cinque Querce,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Bitornino ,5
7a20fe0e-38bf-4e66-967a-dd60aa05d77f,Russiz Superiore,5
73923070-fce4-46c0-8d85-a99527e73d02,Sandgrube 13 Grüner Veltliner,4
441ac739-42f8-48d2-9526-fdedf2d4852f,Bollicina,3
76b71bb0-6cc9-4168-8a45-bbafc1e9a256,Brunello di Montalcino Riserva Vigna Paganelli,4
5ccd8030-047b-432c-a630-d784ab415756,Blauer Wildbacher,2
d7fffb49-a1f3-433c-a556-a3bc015e7e0f,La Rosina Barbera d'Alba Superiore,4
9250d444-805f-4756-a03b-93a597ab320d,Domaine des Granges de Mirabel Coteaux-de-l'Ardèche Viognier,5
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Gewürztraminer,4
c88644be-2c9b-42f0-9c4b-7f8e81795f43,Terrano,1
5ccd8030-047b-432c-a630-d784ab415756,Weisser Burgunder,3
91cf68cc-9436-43e1-871d-33beef4d2337,Chardonnay,2
4eb7031c-da00-48f4-bc7f-0a1f1eda7cab,Torchio,3
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Fairbridge,2
6ff6fb75-4fe9-453f-9c7d-c6ff63ada901,Morandina Valpolicella Ripasso Superiore,5
4ed273f7-1816-4f36-88c7-789125f011c7,Moscato d'Asti,1
0c0fb748-ee39-4687-b1a4-65044a48a02f,Vipra Rossa Umbria,3
3da6eec4-bd99-4370-be23-676baf750f19,Rascal,5
918cd9b7-8057-4106-8f7f-9e9e3a423fb1,Tuffeau Vouvray,4
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Cabernet Sauvignon,4
3d88fe74-6881-42bd-bb97-d67f2db649d7,Dark Horse Shiraz,2
bc79b0e3-064d-4240-86de-e86499f577e8,Terroir de Granit Saint Joseph,5
dcd16582-14d2-4e00-a024-9b5886d29b29,Torrontés dulce 2021,4
bec96c0b-5b0b-4992-8756-e0d3b704afb5,Rossese,3
f05195e2-51c8-4067-afbd-d0804c860cdd,Cambras merlot cabernet sauvignon,3
ec237d07-aabf-47af-a3fa-2b60019d49d7,A Charming Pinot,3
ce15f400-8bb8-4f99-9a8f-d8f4408641fe,Tenuta Guado al Tasso Il Bruciato Bolgheri,4
91cf68cc-9436-43e1-871d-33beef4d2337,St. Hallett Barossa,2
4313b57d-e3f7-495e-bcfd-ff5c1bf15fcc,Rock,5
49e99d4d-3b1a-4bd3-82dc-0319128a930a,Gato Negro Merlot,4
2c4a4dc1-f355-49c4-b243-cf4fb5683e8e,Archineri Etna Rosso,4
4e0cbfe3-8d73-4af4-b09e-f3193d1170a5,Zahorra Blanca,1
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Lodi California,2
13016d41-00bd-411c-83f5-2b95691696b7,Bolgheri,3
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #9,4
3d88fe74-6881-42bd-bb97-d67f2db649d7,Nottage Hill Cabernet - Shiraz,3
a0ef6b50-093e-4ae1-8e3c-58a2a17d2bb8,Rouge,4
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,LFE900,4
09f6ca6e-905f-4afd-bab2-d928fe046f18,Vitovska legno,4
36b67621-8e5f-42db-ba2c-43a3eb2855cc,New Wine,4
ff89d8c1-48a3-49b5-af95-62d0ce9ecf55,Broad Run Pinot Noir,5
018ad2f2-d320-46c2-8eff-56af0c2ac2b8,Merlot,5
7ed7fb0c-884d-46bf-a14a-205474a0949d,Bardolino,2
9a3cc655-c88e-4c1b-95e2-add7579ff4c2,Malvasia legno,3
09f6ca6e-905f-4afd-bab2-d928fe046f18,Vitovska legno,4
e2723dcb-0b44-477f-bf74-678640f5c06d,Terrano,5
f8c400a6-ded1-40b8-95d2-a263d05c30ce,Amarone della Valpolicella ,3
9b460857-eabd-47a0-a876-2fb9a3c9946e,Chardonnay Santa Barbara County,4
5ccd8030-047b-432c-a630-d784ab415756,Dettelbach Silvaner,3
ecc462e1-5041-43ca-94c3-c2bfc9b3215e,Malvasia Komjanc,3
defee34b-7775-4889-b703-92b730d85e70,Alturis,4
c15fdd5b-3f75-42c3-9dde-5735828c88e7,Oltrepo pavese riesling poderi riccagioia,3
457b85f5-7b46-4f52-85b9-59acb549b9a2,ATMA,3
36fec3ea-e183-491d-b65a-6c7ac90fafa5,Cabernet Franc,3
7f6dede6-b8b5-4bb6-a1ca-ae58c79c0ea7,Théophile Brut Champagne,3
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Greco di Tufo Terre Degli Angeli,3
9a3cc655-c88e-4c1b-95e2-add7579ff4c2,Vitovska acciaio,3
d77c4371-fa10-492d-ba28-d0029997d639,Merlot,4
b0fbc6bd-4b1e-48cd-92f3-f49b7a505941,Terra d'Eclano Aglianico Irpinia,5
441ac739-42f8-48d2-9526-fdedf2d4852f,Terrano,2
91cf68cc-9436-43e1-871d-33beef4d2337,Domaine des Cassiers Pouilly-Fumé,3
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Sauvignon Blanc,4
838e0d9d-27e9-4f89-9eab-ba2c2f412759,Rosso di Montalcino,3
cec7ccd7-a556-4a79-a333-50619c4e4a9e,Quinta do morgado Branco,5
